Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (0s) Current status: RUNNING                                                                                      Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (1s) Current status: RUNNING                                                                                      Waiting on bqjob_r27336251dd8bd016_0000019abc236a7a_1 ... (1s) Current status: DONE   
creation_time,job_id,user_email,statement_type,total_slot_ms,slot_hours,total_bytes_processed,gb_processed,start_time,end_time,duration_seconds,duration_minutes,state,error_reason,error_message_preview,query_preview
2025-11-18 00:21:05,job_rJ0MT-ynGLvaULuaEGZa8CGBxSlc,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,66298498,18.42,50378051654,46.92,2025-11-18 00:21:05,2025-11-18 01:07:45,2800,46.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-17` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-18 00:19:07,script_job_d8ca2da51b861ff5e8c450b7cafe0654_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,1741697,0.48,11820108836,11.01,2025-11-18 00:19:07,2025-11-18 00:19:21,13,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-17` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-17` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-18 00:10:41,script_job_48337b71172a8ca89ba60350a3288f6e_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,136546718,37.93,4053135896563,3774.78,2025-11-18 00:10:41,2025-11-18 00:19:07,505,8.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-17` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-18 00:10:41,job_lVkDAPiVc2zuNoOmx3m9Xu8DjrHy,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,143425274,39.84,4108526215034,3826.36,2025-11-18 00:10:41,2025-11-18 00:20:24,582,9.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-17` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-17 00:59:39,script_job_780e25d067593f0582099121e1a79d75_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-17 00:59:39,2025-11-17 00:59:39,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-16`
2025-11-17 00:59:38,job_IotMISVCuJ000PhEU5OvsYeLVGAk,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-17 00:59:38,2025-11-17 00:59:40,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-16`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-16`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-16`;
    "
2025-11-17 00:57:59,script_job_7478797a702d287cc20caf2cc8dc6da0_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,5237149,1.45,32007357003,29.81,2025-11-17 00:57:59,2025-11-17 00:58:13,14,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-16` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-17 00:20:42,script_job_11448855ee1ec26b4b0fcfa4722c14d8_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,41428928,11.51,17836031670,16.61,2025-11-17 00:20:42,2025-11-17 00:57:58,2236,37.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-16` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-17 00:20:42,job_UctFDCW41uw72w3Nt0g4kGUKJ1Ny,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,46666077,12.96,49843388673,46.42,2025-11-17 00:20:42,2025-11-17 00:58:14,2251,37.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-16` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-17 00:18:04,script_job_f440d88a5e88f0ecee051ba0d749eabc_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,3299268,0.92,11774788722,10.97,2025-11-17 00:18:05,2025-11-17 00:18:17,12,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-16` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-16` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-17 00:11:09,script_job_4b5b4907de30c59f11c4c053b60e2761_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,126412617,35.11,4046601742263,3768.69,2025-11-17 00:11:09,2025-11-17 00:18:04,414,6.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-16` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-17 00:11:09,job_OM5LIErg3mEBrINOYbPFKrQrz2L_,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,136198109,37.83,4102178653869,3820.45,2025-11-17 00:11:09,2025-11-17 00:19:26,496,8.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-16` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-16 00:55:08,script_job_b2c7f8df2b7156de95ac4aea943921be_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-16 00:55:08,2025-11-16 00:55:08,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-15`
2025-11-16 00:55:07,job_jZmeH5DOsaZ86vAKPnBGz3L1N-NG,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-16 00:55:07,2025-11-16 00:55:09,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-15`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-15`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-15`;
    "
2025-11-16 00:54:19,script_job_d4a21d5943cb68d45407ec25be184784_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,5609322,1.56,31994407292,29.8,2025-11-16 00:54:19,2025-11-16 00:54:45,25,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-15` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-16 00:19:35,script_job_1fb035c820b050e00a8025228f98a5b5_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,27717694,7.7,18207941544,16.96,2025-11-16 00:19:36,2025-11-16 00:54:17,2081,34.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-15` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-16 00:19:35,job_jEuDPteiIm_83C-cI9fMZf9sjpDU,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,33327016,9.26,50202348836,46.75,2025-11-16 00:19:35,2025-11-16 00:54:45,2109,35.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-15` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-16 00:18:18,script_job_0f9fca77e87794c086ade2d6f5d8abd1_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,2314084,0.64,11719426712,10.91,2025-11-16 00:18:18,2025-11-16 00:18:27,9,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-15` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-15` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-16 00:10:16,script_job_2c6340fb1120391491bec714b6ac416a_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,123265348,34.24,4040815559998,3763.3,2025-11-16 00:10:17,2025-11-16 00:18:16,479,7.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-15` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-16 00:10:16,job_bZyOQsO-h3rGOAcfJkqN5GSHFvcY,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,131164343,36.43,4096352402264,3815.03,2025-11-16 00:10:16,2025-11-16 00:19:02,525,8.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-15` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-15 01:13:32,script_job_563c753427669a9913af1d8c58198771_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-15 01:13:32,2025-11-15 01:13:33,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-14`
2025-11-15 01:13:32,job_ywUrxAttz8wCHMUMCmEsP2NFcyvB,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-15 01:13:32,2025-11-15 01:13:33,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-14`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-14`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-14`;
    "
2025-11-15 01:11:39,script_job_e1bf4fff961aaa01c1e60962c2be7986_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,4975027,1.38,31974724878,29.78,2025-11-15 01:11:39,2025-11-15 01:12:04,25,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-14` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-15 00:22:52,script_job_d15fd112827fcbf1e1a2a827f55285a4_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,26858816,7.46,18336992199,17.08,2025-11-15 00:22:53,2025-11-15 01:11:38,2925,48.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-14` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-15 00:22:52,job_dekF3kfz0Siwur2gQFvB0ML0Rutq,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,31833843,8.84,50311717077,46.86,2025-11-15 00:22:52,2025-11-15 01:12:05,2952,49.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-14` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-15 00:21:35,script_job_5fd8d24a91c4b678fb3d953fb079eba7_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,3294064,0.92,11741687066,10.94,2025-11-15 00:21:35,2025-11-15 00:21:43,8,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-14` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-14` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-15 00:08:59,script_job_95a961af4c841bb6e9c6f542dc639e3d_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,131489709,36.52,4037778357542,3760.47,2025-11-15 00:08:59,2025-11-15 00:21:33,753,12.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-14` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-15 00:08:59,job_CjubNiiuUm4sYxXXIOzLPb11Nrvc,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,142120780,39.48,4094657982127,3813.45,2025-11-15 00:08:59,2025-11-15 00:22:21,802,13.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-14` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-14 00:48:51,script_job_f3bb6397d60063124fc0d730a04fd2f6_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-14 00:48:51,2025-11-14 00:48:51,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-13`
2025-11-14 00:48:51,job_iJ7t2pHjuhAjPl0JQjTRM3yTa1Pj,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-14 00:48:51,2025-11-14 00:48:52,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-13`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-13`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-13`;
    "
2025-11-14 00:47:58,script_job_5f83384c8b5d2359c3fced1fa9e66149_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,6137570,1.7,31941866879,29.75,2025-11-14 00:47:58,2025-11-14 00:48:16,18,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-13` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-14 00:16:58,script_job_ca2661fdf86e4c199edf9f1814b5a0b0_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,20248363,5.62,18275760333,17.02,2025-11-14 00:16:58,2025-11-14 00:47:56,1857,30.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-13` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-14 00:16:58,job_atu_eeeZdRjxHyVeh4Oc9X3HvTa3,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,26385933,7.33,50217627212,46.77,2025-11-14 00:16:58,2025-11-14 00:48:17,1878,31.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-13` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-14 00:15:27,script_job_f0429dcdc000ea26eaa831ac2d7f7051_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,2865484,0.8,11752478296,10.95,2025-11-14 00:15:27,2025-11-14 00:15:40,13,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-13` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-13` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-14 00:08:46,script_job_0e027b9d1a55eef4eb87be966e0e6aa2_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,118064340,32.8,4029313550659,3752.59,2025-11-14 00:08:47,2025-11-14 00:15:27,399,6.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-13` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-14 00:08:46,job_6bSFnJiFIjWxIiyRuH6G5xT_TkcG,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,126830194,35.23,4085783342837,3805.18,2025-11-14 00:08:46,2025-11-14 00:16:38,472,7.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-13` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-13 00:52:07,script_job_cd247dca8d7ec004daa88979de53f6f0_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-13 00:52:07,2025-11-13 00:52:07,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-12`
2025-11-13 00:52:06,job_XWcik3lQnYIlZbgo2aIu8ijxkoit,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,,,0,0.0,2025-11-13 00:52:06,2025-11-13 00:52:08,1,0.0,DONE,,,"
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-12`;  
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-12`;
        DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_customer_insights_updates_2025-11-12`;
    "
2025-11-13 00:50:57,script_job_b3bf12510ed611984758a5f2470d1c35_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,MERGE,5667271,1.57,31874464294,29.69,2025-11-13 00:50:57,2025-11-13 00:51:17,19,0.0,DONE,,,"MERGE `narvar-data-lake.return_insights_base.product_insights` T
        USING `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-12` S
        ON T.retailer_moniker = S.retailer_moniker
           AND T.primary_key_hash = S.primary_key_hash
        WHEN MATCHED THEN
            UPDATE SET
                retailer_moniker = S.retailer_moniker,order_date = S.order_date,order_checkout_locale = S.order_checkout_locale,order_item_product_id = S.order_item_product_id,order_it"
2025-11-13 00:21:53,script_job_92d467157f0865b590f6c6dced89c925_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,20650860,5.74,18237171520,16.98,2025-11-13 00:21:53,2025-11-13 00:50:54,1741,29.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-12` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
                    order_item_product_id,
                    order_item_description,
                "
2025-11-13 00:21:53,job_T-KIb_zGSR2jNeUaBiV8v49VNUae,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,26318131,7.31,50111635814,46.67,2025-11-13 00:21:53,2025-11-13 00:51:17,1764,29.0,DONE,,,"
        -- Create temp table with changed items using the persisted updates table
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-12` AS (
            WITH affected_items AS (
                -- Get unique item identifiers from the updates table
                SELECT DISTINCT
                    retailer_moniker,
                    shopify_domain,
                    order_date,
                    order_checkout_locale,
            "
2025-11-13 00:20:07,script_job_456b48f23e21cba7abbcaa893ded4fe9_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,1982540,0.55,11710422482,10.91,2025-11-13 00:20:07,2025-11-13 00:20:19,12,0.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-12` AS (
            SELECT s.*
            FROM `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-12` s
            INNER JOIN (
                SELECT 
                    s.retailer_moniker,
                    s.shopify_domain,
                    s.order_number_sku_hash,
                    s.return_items_id,
                    COUNT(t.retailer_moniker) as match_count
         "
2025-11-13 00:09:44,script_job_5e635ee2ed5406a41ae71f515a5d9de4_0,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,133373890,37.05,4024693880118,3748.29,2025-11-13 00:09:44,2025-11-13 00:20:07,622,10.0,DONE,,,"CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-12` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
                o.order_item_sku_hash,
                COALESCE(o.order_item_qua"
2025-11-13 00:09:44,job_YiToL1Hy0RPFhFRpSUaiGSqFzkVo,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,SCRIPT,141150852,39.21,4080834171963,3800.57,2025-11-13 00:09:44,2025-11-13 00:21:17,693,11.0,DONE,,,"
        -- First, create a temporary table with the source data
        CREATE OR REPLACE TABLE `narvar-data-lake.return_insights_base.tmp_order_item_details_2025-11-12` AS (
            SELECT DISTINCT
                o.store_name as shopify_domain,
                o.retailer_moniker,
                '' as cdp_pii_hash,
                '' as pii_type,
                o.order_number,
                o.order_date,
                o.order_number_sku_hash,
                o.order_item_sku,
       "
2025-11-12 00:22:40,script_job_6d83b7057a2405083e3774ad7c1471a8_1,airflow-bq-job-user-2@narvar-data-lake.iam.gserviceaccount.com,DROP_TABLE,,,0,0.0,2025-11-12 00:22:40,2025-11-12 00:22:40,0,0.0,DONE,,,DROP TABLE IF EXISTS `narvar-data-lake.return_insights_base.tmp_product_insights_updates_2025-11-11`
